店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
肯德基(大勇店),快餐,3.5,大勇商场,19.513504,109.574723,儋州市儋州市那大人民中路205号1至4层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-23333231/23332863,0,,香辣鸡腿堡
肯德基(儋州店),快餐,3.5,中兴大街,19.519056,109.570437,儋州市儋州市那大中兴大街万福隆百货1层（儋州汽车站旁）,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,00:00-24:00,0898-23868128/23866700,0,,"新奥尔良烤翅,香辣鸡腿堡"
铜鼓陈记酒家,其他美食,3.5,铜鼓岭国家级自然保护区,19.648997,110.968081,文昌市龙楼镇文铜商业街（航天城大酒店后面）,3-4人餐108元，3-4人餐122元，5-6人餐219元，7-8人餐423元;44代50元;,,13976037355,0,,椰子鸡
必胜客(名门店),披萨,4,美兰区,20.023304,110.351283,美兰区五指山路名门广场一楼（近蓝天路）,单人餐120元;142.5代150元;,周一至周日 10:00-22:00,0898-65301935,0,,"土豆沙拉,牛排,芝士培根焗薯容,匈牙利风情牛肉焗饭,酥皮芝心海陆双尊比萨,欢乐圣诞大拼盘,太妃榛果拿铁,尊尚丝滑奶茶（热）,暖心邂逅节日浓汤,乳酪芝士蛋糕（圣诞版）,橙汁饮料,详情以店内菜单为准,意式香滑冻布丁,美式大薯格,缤纷蔬菜色拉,蜜桃果茶（冷）,香浓玉米汁（热）,香烤劲牛比萨（普通装）"
富丽宫海韵餐厅,海南菜,3.5,文昌,19.531193,110.848527,文昌市建华山旅游风景区（百莱玛度假村）,4人餐328元起;85代100元，175代200元;,周一至周日 08:00-23:00,0898-63538994/13976030401,0,,"农家青菜,清蒸毛血螺,清蒸海鳗,清蒸青龙鱼,南海大龙虾,和乐蟹,墨鱼,椰奶文昌鸡,椰奶煲鸡,椰子贝,椰子饭,清蒸长寿螺,珍珠斑,粉丝抱蟹,红斑蟹"
渔家乐农家菜,海南菜,3,博鳌,19.161129,110.584352,琼海市博鳌镇东山路36号,9.5折（买单立享）;2-3人餐158元，4-5人餐248元;,周一至周日 09:00-22:00,0898-62776268,0,,"辣炒象牙贝,椰子饭,清蒸石斑鱼,豆豉老虎斑,辣炒无敌和乐蟹,海南四四角豆,豆豉博鳌鱼煲"
喜哥老坛酸菜鱼,酸菜鱼,3.5,海垦路,20.003763,110.306691,龙华区海垦路88号八一新村南面,79.9代100元;,周一至周日 11:00-21:00,13617556359,0,,"酸菜鱼,烤活罗非鱼,大盘鸡,鱼煲"
老船长渔村,海鲜,3.5,文昌,19.56392,110.82437,文昌市巿清澜镇（近环球码头）,双人餐438元，5-6人餐666元;,周一至周日 10:00-18:00,13876633224,0,,
农味小厨,快餐,0,海甸岛,20.065737,110.325218,美兰区五西路万兴路口万恒城市花园铺面农味小厨,双人餐38元，2-3人餐78元，单人餐88元起，4-5人餐128元，5-6人餐298元，8-10人餐445元;42.5代50元;,周一至周日 10:00-14:00 17:00-22:30,13111992168,0,,"农家小炒肉,手撕包菜,盐焗文昌鸡,红豆炒韭菜,咸鱼茄子煲"
和兴美食园,海南菜,0,文昌大道,19.585802,110.755002,文昌市文蔚路加油站往里80米,2-3人餐139元，4-6人餐209元，5-6人餐265元;45代50元，88代100元;,周一至周日 10:00-20:00,13976620332,0,,
甘泉西点蛋糕(义龙后分店),甜点饮品,0,龙华区,20.02573,110.33362,龙华区义龙后路12号,40.5元蛋糕3选1，61元蛋糕3选1，81元蛋糕3选1;,周一至周日 10:00-21:00,13337577871,0,,"鲜奶蛋糕,水果蛋糕,巧克力蛋糕"
肯德基(名门店),快餐,3.5,名门广场,20.023078,110.351786,美兰区海口市五指山路名门广场一楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-65308153/65340291,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"香辣鸡腿堡,芙蓉鲜蔬汤"
必胜客(海甸店),披萨,4,海甸岛,20.051949,110.340957,美兰区海口市人民大道12号民博大厦二层,单人餐120元;142.5代150元;,周一至周日 10:00-22:00,0898-66252309,0,,"西西里肉酱千层面,美式大薯格,缤纷蔬菜色拉,蜜桃果茶（冷）,香浓玉米汁（热）,香烤劲牛比萨（普通装）,详情以店内菜单为准,匈牙利风情牛肉焗饭,酥皮芝心海陆双尊比萨,欢乐圣诞大拼盘,太妃榛果拿铁,尊尚丝滑奶茶（热）,暖心邂逅节日浓汤,乳酪芝士蛋糕（圣诞版）,橙汁饮料,小吃拼盘,意式香滑冻布丁"
金色芙蓉(滨海店),蛋糕,0,龙华区,20.035456,110.330082,龙华区滨海新村盐灶一横路8号,水果蛋糕33元，水果蛋糕50元，水果蛋糕65元，水果蛋糕85元，水果蛋糕90元;,周一至周日 10:00-22:00,18889760526,0,,水果蛋糕
必胜客(大同店),披萨,4,友谊广场,20.037987,110.337811,龙华区大同路友谊广场二层,单人餐120元;142.5代150元;,周一至周日 10:00-22:00,0898-66103723/66103724/66103725/23837128,0,,"摩卡咖啡冰沙,浓情香鸡翼,雪糕黑天使,香草凤尾虾,法式尊享慕斯蛋糕,详情以店内菜单为准,美式大薯格,意式香滑冻布丁,缤纷蔬菜色拉,蜜桃果茶（冷）,香浓玉米汁（热）,香烤劲牛比萨（普通装）,匈牙利风情牛肉焗饭,酥皮芝心海陆双尊比萨,欢乐圣诞大拼盘,太妃榛果拿铁,尊尚丝滑奶茶（热）,暖心邂逅节日浓汤,乳酪芝士蛋糕（圣诞版）,橙汁饮料"
缘笑饮吧,甜点饮品,3.5,美兰区,20.029449,110.368411,美兰区白龙乡晋江村一号铺面,6.9元饮品5选1，6.9元饮品4选1，36元包间套餐;,10:00-23:00,18608971314,0,,绿茶
必胜客(红城湖店),披萨,4,红城湖,20.002735,110.347952,琼山区海口市红城湖路E世纪广场一层,单人餐120元;142.5代150元;,周一至周日 10:00-22:00,0898-65812213,0,,"匈牙利风情牛肉焗饭,酥皮芝心海陆双尊比萨,欢乐圣诞大拼盘,太妃榛果拿铁,尊尚丝滑奶茶（热）,暖心邂逅节日浓汤,乳酪芝士蛋糕（圣诞版）,橙汁饮料,焗蜗牛,美式大薯格,意式香滑冻布丁,缤纷蔬菜色拉,蜜桃果茶（冷）,香浓玉米汁（热）,香烤劲牛比萨（普通装）,详情以店内菜单为准"
3159蛋糕(蓝天路店),蛋糕,3.5,蓝天路沿线,20.02245,110.344611,美兰区蓝天路试飞楼旁边飞龙公寓内10米,10英寸蛋糕170元起，10英寸蛋糕170元起，10英寸蛋糕170元起;,周一至周日 13:00-23:00,13322085886,0,3159蛋糕店位于南宝路华林广场附近，选用新鲜的水果与奶油制作，蛋糕新鲜美味，口感更醇正香甜。,"麻将个性蛋糕,篮球个性蛋糕"
美林咖啡厅,咖啡厅,0,文建路,19.6044,110.75416,文昌市文建三横路35号,15元文昌名小吃粿仔（红糖／椰汁），30元香炸鸡翅饭，38元咖喱牛肉饭;,周一至周日 09:00-21:30,0898-63256868/63252828,0,,
卢十郎可口饮品,奶茶/果汁,3.5,琼山区,20.001641,110.362408,琼山区琼州大道,4.8元单人双皮奶，9.9元单人精品小吃;,周一至周日 10:00-19:00,13518873918,0,,双皮奶
喜来港仔烧腊店,快餐,0,南沙路,20.01482,110.32955,龙华区南沙路与金宇东路交汇路口处,17代20元;,,13078981343,0,,鸭腿饭
我好菜,快餐,3,海甸岛,20.063103,110.33033,美兰区海甸五西路亚龙别墅旁2-8,9.5折（买单立享）;双人餐29.5元;,,18889740924,0,,"13元菜系,10元菜系,6元汤系"
悠茶站(饮品店),奶茶/果汁,0,人民中路,19.510067,109.582218,儋州市那大镇东风路9号,2.9元1.9元双皮奶，4.9元4.9招牌奶茶;18代20元;,,18789972470,0,,烧仙草
甜佳心蛋糕店,蛋糕,3.5,琼山区,20.007073,110.340332,琼山区龙昆南路道客村7号（靠近道客村和龙昆南路交叉口处）,7.9代10元，15代20元;,周一至周日 06:00-21:00,13648662426/13976077816,0,,"面包,蛋糕块,水果蛋糕,高级奶油蛋糕"
万顺茶城,甜点饮品,0,新港/长堤路,20.044302,110.329672,美兰区海运路7号（海运路与新港路交汇处）,30元高级绿茶，32元福鼎白茶-寿眉，50元福鼎白茶-白牡丹;,周一至周日 09:00-20:00,0898-66245234,0,,
避风塘茶餐厅,茶餐厅,3.5,龙华区,20.030882,110.337002,龙华区义龙东路38号,9.5折（买单立享）;3-4人餐58元;78代100元;,周一至周日 10:00-21:00,13907544184,0,,"棋牌包厢,奶茶,柠檬茶,腌粉"
渝大家常菜,川菜,3.5,文昌,19.548736,110.807469,文昌市白金路1号,2-3人餐90元，4人餐180元，4-5人餐197元，4-6人餐213元;,周一至周日 09:00-14:00 17:00-21:30,0898-63256656,0,,
江西瓦罐煨汤饭馆,粥类,3.5,文明路/和平南路,20.042265,110.34264,美兰区大兴西路与新华北路交叉口,9.5代10元;,周一至周日 11:00-21:00,13687591353,0,,蛋炒饭
肯德基(东方店),快餐,3.5,解放西路,19.09874,108.6454,东方市解放路万福隆商场首层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-25529366,0,,香辣鸡腿堡
龙兴东北王酒楼,东北菜,3.5,滨海南路,19.11427,108.65044,东方市八所镇滨海南路和东港路交叉口（近胜乐门球乐会）,88代100元;,周一至周日 10:00-22:00,0898-31195777/18789927017,0,,"极品肥牛,极品羊排卷,锅包肉,牛肉干,馋嘴牛蛙,水煮鱼,狮子头,干锅千叶豆腐,红焖羊排,铁板牛肉,酸汤肥牛,剁椒鱼头,毛血旺,关东炖,农家大丰收,香辣虾,鸳鸯锅,全红锅,肥牛,海拉尔羔羊,羊排卷,猪五花肉,黄喉,羊脑,白百叶,基围虾"
肯德基(龙昆南店),快餐,3.5,龙昆南路,20.005489,110.338916,龙华区海口市龙昆南路和信广场一层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 01:00-24:00,0898-66735173/66733102,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"新奥尔良烤鸡腿堡,香辣鸡腿堡"
菲来不可,小吃快餐,0,金牛岭公园周边,20.003902,110.320187,龙华区金垦路35号,每满30减7.5（买单立享）;22.5代30元，39代50元;,周一至周日 10:00-21:30,13697543786,0,,"苹果汁,木瓜汁"
大众海鲜大排档,海鲜,3,昌江县,19.327557,108.685116,昌江县昌盛路昌化镇政府对面,双人餐150元;,周一至周日 11:00-14:00 17:00-20:30,13158915098,0,,
大碗香食府(城西店),川菜,0,龙华区,19.98808,110.328838,龙华区坡巷路军铺22号（城西金丰宾馆对面）,2-4人餐78元，3-4人餐78元，3-4人餐88元，3-5人餐118元;88代100元;,周一至周日 10:30-22:00,18389298845,0,,"老豆腐（锅中配）,黄瓜（锅中配）,腐竹（锅中配）,豆芽（锅中配）,土豆片（锅中配）,大白菜（锅中配）,草鱼,罗非鱼,米饭,黄瓜条,金针菇,腐竹,大白菜,餐位费,锅底+鸡公,锅底+鱼片,东北粉条,大碗米饭,招牌香辣鱼,乱炖,麻婆豆腐"
肯德基(金茂店),快餐,3.5,万绿园,20.027622,110.316997,"龙华区玉沙路西侧金玉广场C区1FC038,2FC052",31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-68512490/68509478,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,香辣鸡腿堡
鸿图酒家,其他地方菜,3.5,定安县,19.69908,110.326378,定安县文体路50号,3-4人餐110元，6-8人餐207元;,周一至周日 11:00-21:00,0898-31622688,0,,炸猪脚
肯德基(琼海店),快餐,3.5,汽车站,19.241039,110.466432,琼海市琼海市东风路59号金地大厦一楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-62811588,0,,香辣鸡腿堡
周家园烧烤园,中式烧烤,3,文昌大道,19.58716,110.755982,文昌市文清大道和文蔚路交汇处,280代300元，420代500元，900代1000元，2799代3000元;,周一至周日 19:30-02:00,18708915333,0,,
哈根达斯(海口京华城店),冰淇淋,4,京华城,20.027971,110.319718,龙华区玉沙路21号玉沙京华城购物中心A区A014号哈根达斯店铺,42元麻糬口味对对杯，59元迷你脆皮条冰淇淋，199元下午茶套餐;100代135元;,周一至周日 10:00-21:00  非营业时段 2018-02-15至2018-02-15 17:00-10:00,0898-68514690,0,,"艳阳夏冰火锅,4个小纸杯（含太妃麻糬口味）,600克麻糬物语蛋糕冰淇淋,600克麻糬恋语蛋糕冰淇淋,太妃麻糬火锅冰淇淋（单点）,冰淇淋单球"
金融小站,甜点饮品,3,美源商业广场,20.03014,110.322586,龙华区国贸北路18号,3.5元奶茶套餐，4元果C系列，5元咖啡套餐;,周一至周日 11:00-21:30,,0,,
明珠休闲驿站,快餐,0,屯昌县,19.359141,110.102594,屯昌县屯城镇解放路与屯昌步行街交叉口二楼,52元明珠早餐，58元明珠下午茶，95元椰子鸡套餐，118元明珠小炒套餐;,周一至周日 10:00-21:00,0898-67839998,0,,
DJ水吧,咖啡厅,3.5,南站/南海大道,19.998792,110.296855,龙华区滨涯花园新村B-119栋商铺,2.9元超值饮品，9.8元鸡尾酒，10.9元冰淇淋;,周一至周日 11:00-02:00,15348881080,0,,
肯德基(红城湖店),快餐,3.5,红城湖,20.003239,110.34878,琼山区海口市红城湖名富广场一层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-65815598,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"现磨咖啡,香辣鸡腿堡"
肯德基(澄迈店),快餐,3.5,澄迈县,19.731758,110.011011,澄迈县金江文化北路西侧瑞佳商业广场一层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-67610555,0,,香辣鸡腿堡
八一三旺酒楼,其他地方菜,3.5,儋州,19.45721,109.310159,儋州市八一总场北路十九栋4号,9.5折，每满588减18.88（买单立享）;双人餐168元;,周一至周日 07:00-22:00,0898-23768042,0,,
泽隆天然美食广场,快餐,3.5,新埠岛,20.054265,110.365014,美兰区新埠大道1号,18元炖盅B套餐，25元原味炖盅套餐A;,周一至周日 11:00-23:00,0898-66214518,0,,
肯德基(望海店),快餐,3.5,美兰区,20.030007,110.345845,美兰区海口市望海国际商业广场一，二楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,,0898-66510613,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"红豆派,香辣鸡腿堡"
味典休闲吧,甜点饮品,0,秀英区,19.991779,110.283981,秀英区金福路金福新村551号对面,9.9元咖啡一杯;,周一至周日 12:00-24:00,15203090086,0,,"哥伦比亚咖啡,巴西咖啡"
肯德基(定安店),快餐,3.5,定安县,19.698573,110.323838,定安县定城天安百货一层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-63827748,0,,香辣鸡腿堡
易尚饮(丁村路口店),甜点饮品,3.5,凤翔路,19.983736,110.349395,琼山区凤翔西路1号丁村路口处,68元套餐;,周一至周日 09:00-21:00,0898-65855416,0,,
肯德基(屯昌店),快餐,3.5,屯昌县,19.35914,110.10103,屯昌县文化路西侧旺佳旺购物广场一层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 07:00-00:00,0898-67803688/67833321,0,,香辣鸡腿堡
生态驿站,其他地方菜,3.5,海秀中路,20.014109,110.30309,龙华区海钢大酒店旁边顺发新村15栋402号,双人餐139元;,周一至周日 09:00-18:00,18689626100,0,,灵芝文昌鸡或乌鸡
肯德基(东升店),快餐,3.5,百佳汇超市,19.239136,110.466207,琼海市东风路一号,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-62822969,0,,香辣鸡腿堡
茶果园,饮品店,0,琼山区,19.983761,110.349405,琼山区城南路丁村发射台后31号,10元超值套餐一，11元超值套餐二，16元超值套餐三;,周一至周日 09:30-02:00,18189701311,0,有吃有喝，价格**是你可以接受的，有免费的wifi，而且还有停车位。最美事就是可遇不可错过。,"冰红茶,冰绿茶,柠檬红茶"
翠粒香台湾饭团 寿司,小吃快餐,3.5,海秀中路,20.01779,110.32501,龙华区海秀路侨中大门旁小吃城,11.8元美味2人餐;,,18976394661,0,,
